latitude,longitude,district,state,elevation,slope,aspect,rainfall_24hr,rainfall_7days,ndvi,soil_moisture,distance_to_road,month,landslide
25.5056,94.1067,Kohima,NER,1599.0,20.4,213.0,13.3,54.2,0.671,0.596,4204.7,8,0
26.4576,91.5179,Guwahati,NER,2180.2,17.8,224.3,9.7,44.7,0.732,0.951,2985.0,8,0
26.8656,92.2608,Guwahati,NER,391.5,21.0,315.9,4.7,43.2,0.915,0.774,7678.9,9,0
26.6831,94.0109,Itanagar,NER,1940.6,8.2,38.8,1.7,6.9,0.521,0.795,1778.9,9,0
26.2123,91.2214,Guwahati,NER,1556.5,0.9,122.8,7.2,37.6,0.445,0.51,376.7,8,0
25.3768,94.2639,Imphal,NER,136.5,26.9,232.5,33.6,155.3,0.507,0.206,253.9,9,0
25.6056,93.9871,Kohima,NER,791.1,11.2,307.7,3.3,30.5,0.39,0.533,527.4,9,0
27.5035,94.0255,Itanagar,NER,2087.3,17.0,145.7,8.0,49.9,0.554,0.408,407.5,7,0
27.3763,95.4893,Dibrugarh,NER,1155.2,3.5,320.8,6.8,61.1,0.538,0.871,4390.0,8,0
26.9338,93.086,Tezpur,NER,583.5,32.9,115.7,21.8,175.7,0.567,0.646,3810.4,6,0
23.9895,92.7649,Aizawl,NER,1981.7,3.0,244.4,2.7,24.8,0.617,0.575,954.9,8,0
26.1438,94.0852,Kohima,NER,2019.0,31.3,98.8,2.1,13.9,0.778,0.874,2773.1,9,1
27.2981,93.5758,Itanagar,NER,128.2,7.0,245.3,7.2,57.8,0.519,0.325,1373.4,8,0
26.8089,92.8372,Tezpur,NER,2021.0,11.2,240.2,0.8,4.6,0.568,0.788,14.5,6,0
24.9356,93.9358,Imphal,NER,2197.8,12.7,295.4,4.6,16.3,0.343,0.728,1618.0,8,1
26.0946,91.809,Guwahati,NER,707.8,6.7,176.9,2.3,16.7,0.254,0.646,4979.7,6,0
26.4327,92.3252,Tezpur,NER,1874.8,13.0,314.5,30.6,203.4,0.95,0.7,946.3,7,0
26.6159,92.9841,Tezpur,NER,238.2,41.0,124.6,6.1,44.4,0.336,0.751,11994.0,9,0
27.8785,94.927,Dibrugarh,NER,1964.5,16.7,321.6,17.4,69.8,0.68,0.141,5951.0,8,0
26.7462,94.8819,Jorhat,NER,1306.3,19.8,70.4,5.9,51.2,0.39,0.513,1655.2,7,0
26.23,91.6966,Guwahati,NER,2081.6,10.4,67.5,7.6,62.7,0.418,0.346,703.7,7,0
27.2395,93.9934,Itanagar,NER,1032.8,21.9,224.4,42.1,204.8,0.491,0.263,10157.8,7,0
23.9206,92.6118,Aizawl,NER,885.4,11.1,60.6,7.0,47.0,0.468,0.259,1697.7,8,0
25.496,93.7992,Kohima,NER,1208.2,21.8,264.5,7.9,66.3,0.138,0.537,18.1,6,0
25.2766,92.2162,Shillong,NER,1322.8,7.7,77.5,15.7,81.9,0.487,0.511,259.3,7,0
27.1334,93.4179,Itanagar,NER,873.5,28.6,215.7,20.7,124.6,0.648,0.838,4453.3,8,1
25.915,91.9601,Shillong,NER,1055.6,29.4,345.4,6.5,24.3,0.84,0.733,4011.3,8,0
23.9822,92.1169,Aizawl,NER,1481.7,5.4,309.0,5.6,30.1,0.883,0.497,1570.2,9,0
25.3385,94.3071,Imphal,NER,2129.0,14.0,351.5,22.6,113.3,0.461,0.693,509.7,7,0
24.7849,94.547,Imphal,NER,1635.1,24.5,203.0,2.7,20.8,0.354,0.448,4098.8,7,0
24.2179,92.7908,Aizawl,NER,436.2,13.3,314.7,18.0,116.9,0.474,0.441,1341.7,9,0
25.2815,92.2137,Shillong,NER,2134.2,6.2,60.4,26.2,165.9,0.615,0.644,1684.0,7,0
26.7007,92.4049,Tezpur,NER,759.2,19.5,184.5,5.9,23.6,0.434,0.766,28.2,9,0
26.565,94.3916,Jorhat,NER,2381.7,32.9,304.8,1.9,15.0,0.38,0.676,1299.8,9,0
27.0464,93.4422,Itanagar,NER,2098.7,33.3,114.0,18.8,156.5,0.373,0.38,1422.6,6,0
25.3233,93.6235,Kohima,NER,1193.8,10.3,272.4,16.0,144.1,0.826,0.794,1001.6,8,0
26.1858,91.2745,Guwahati,NER,1183.7,23.5,5.5,15.0,78.5,0.359,0.824,5452.5,7,0
26.1394,91.9006,Guwahati,NER,1510.1,13.9,251.4,0.0,0.1,0.46,0.89,1168.6,6,0
27.7257,94.9115,Dibrugarh,NER,1796.2,11.0,257.8,8.3,50.1,0.844,0.367,37.5,7,0
24.4965,94.2431,Imphal,NER,260.3,16.6,214.5,2.6,14.2,0.261,0.655,339.0,6,0
26.3942,92.9166,Tezpur,NER,1079.2,8.4,38.3,2.6,10.0,0.284,0.48,2104.7,8,0
27.6112,95.2977,Dibrugarh,NER,1354.5,8.0,256.3,3.1,23.1,0.788,0.356,288.7,6,0
24.7665,94.0617,Imphal,NER,359.6,8.5,271.3,21.8,137.6,0.375,0.644,1144.8,7,0
24.7808,94.0424,Imphal,NER,1766.9,31.5,308.0,13.7,121.8,0.436,0.97,283.1,7,0
27.5258,94.3457,Jorhat,NER,1995.7,16.9,149.2,1.1,4.7,0.817,0.451,124.2,6,0
27.0514,94.404,Dibrugarh,NER,160.9,20.8,207.7,3.0,9.5,0.457,0.684,1310.7,8,0
25.3959,91.509,Shillong,NER,868.0,28.6,80.1,4.3,20.8,0.583,0.346,5200.4,8,0
24.173,91.3355,Agartala,NER,856.1,1.1,59.7,28.5,103.8,0.41,0.855,5.3,7,0
26.561,93.1463,Tezpur,NER,706.7,16.2,248.4,0.3,0.8,0.659,0.534,3783.9,9,0
27.2499,93.8173,Itanagar,NER,1907.1,24.5,196.7,3.8,12.7,0.58,0.855,2252.5,8,0
24.144,92.8732,Aizawl,NER,1054.9,17.8,203.9,4.2,15.3,0.731,0.315,1082.6,6,0
24.9639,94.6114,Imphal,NER,265.6,12.6,112.0,3.3,19.0,0.624,0.358,2529.2,6,0
26.1839,92.0213,Guwahati,NER,216.5,12.0,128.7,3.1,10.2,0.404,0.933,281.6,9,0
26.4291,93.7579,Jorhat,NER,1583.3,5.4,162.1,7.8,63.7,0.507,0.722,22.2,9,1
26.6639,92.9857,Tezpur,NER,1939.9,15.0,191.6,26.6,176.6,0.609,0.764,378.5,7,0
27.5886,93.6755,Itanagar,NER,1154.3,7.1,6.5,12.0,89.8,0.554,0.668,5630.9,7,0
25.7603,92.0788,Shillong,NER,1751.6,10.3,241.5,2.0,6.3,0.408,0.604,1136.7,7,0
25.9569,92.2463,Shillong,NER,705.3,27.9,192.2,2.6,8.8,0.309,0.875,1798.4,8,0
24.4738,93.7025,Imphal,NER,881.0,7.7,117.3,1.0,7.3,0.939,0.907,463.2,8,0
26.2271,91.3472,Guwahati,NER,1874.8,6.8,295.0,9.4,87.4,0.559,0.638,2478.4,6,0
25.4939,91.7358,Shillong,NER,236.6,19.1,153.8,16.9,158.9,0.526,0.409,1881.6,7,0
26.2529,94.2079,Jorhat,NER,1210.6,4.7,240.6,9.9,62.5,0.562,0.707,2530.8,6,0
25.079,94.4145,Kohima,NER,2090.1,12.5,121.7,15.1,140.2,0.338,0.804,1657.4,7,0
23.592,92.6642,Aizawl,NER,206.1,22.7,228.1,1.5,14.3,0.387,0.889,765.3,9,0
27.1437,94.8728,Dibrugarh,NER,1694.4,21.8,41.8,2.2,11.2,0.831,0.655,3644.0,9,0
26.6074,92.173,Tezpur,NER,2373.0,18.4,340.3,11.8,47.6,0.636,0.398,830.5,7,0
23.5485,91.1161,Agartala,NER,2162.0,8.1,313.8,4.5,17.3,0.787,0.742,1035.3,9,0
23.9067,92.8801,Aizawl,NER,1946.0,34.0,262.4,5.4,26.0,0.816,0.651,1139.1,6,0
27.1404,92.6999,Tezpur,NER,1220.7,12.8,217.8,12.9,70.3,0.723,0.197,2010.9,8,0
23.4956,91.6348,Agartala,NER,1409.2,21.8,302.2,6.6,42.5,0.742,0.412,2298.2,6,0
27.0427,94.2766,Jorhat,NER,1789.8,29.9,131.4,5.9,46.2,0.689,0.906,279.9,6,0
25.5718,92.8032,Guwahati,NER,2333.0,16.1,80.6,10.0,69.0,0.415,0.637,650.2,8,0
26.5356,92.2766,Tezpur,NER,2272.2,10.7,121.1,31.3,243.3,0.527,0.896,3543.4,7,0
27.6253,93.4468,Itanagar,NER,538.4,24.5,217.2,2.0,7.1,0.747,0.55,2566.9,9,0
26.6357,94.0327,Itanagar,NER,1410.5,12.9,359.8,40.1,211.1,0.434,0.735,5949.3,6,0
23.6722,92.8998,Aizawl,NER,1052.6,18.6,336.9,13.5,42.2,0.856,0.638,7108.8,7,0
26.0237,93.9227,Kohima,NER,638.5,22.3,122.1,0.9,7.5,0.95,0.247,5802.7,6,0
26.6557,91.9013,Guwahati,NER,2120.7,31.5,121.6,0.9,7.8,0.245,0.319,7.9,9,0
25.4924,91.9176,Shillong,NER,1838.1,41.9,180.6,26.2,210.1,0.68,0.603,3069.0,7,0
25.493,92.1022,Shillong,NER,806.4,16.4,77.4,25.6,100.0,0.477,0.541,275.1,8,0
26.996,94.1552,Jorhat,NER,595.6,19.9,50.3,11.4,39.8,0.537,0.466,648.8,9,0
27.3506,94.8483,Dibrugarh,NER,448.2,15.5,44.2,11.5,69.4,0.362,0.882,3372.6,9,0
26.9586,94.7879,Dibrugarh,NER,230.5,21.2,193.9,6.6,56.7,0.512,0.322,2330.2,9,0
26.2372,91.8905,Guwahati,NER,2481.4,11.2,208.3,1.6,6.8,0.553,0.337,2613.2,9,0
24.026,91.4409,Agartala,NER,1953.2,5.4,333.8,35.1,241.0,0.307,0.666,809.2,8,0
26.9675,92.8883,Tezpur,NER,381.9,4.9,27.3,8.5,71.4,0.65,0.462,278.5,7,0
25.9626,92.0639,Shillong,NER,2032.6,18.8,213.0,48.9,425.8,0.703,0.806,485.7,7,0
26.0252,91.9922,Guwahati,NER,303.1,12.7,312.7,3.8,28.0,0.398,0.654,3903.3,9,0
26.9843,93.4616,Itanagar,NER,1857.0,26.6,304.7,32.2,137.8,0.688,0.757,284.5,9,0
25.8334,91.451,Guwahati,NER,1701.3,13.0,257.6,1.1,10.9,0.453,0.811,740.8,8,0
24.9186,94.1875,Imphal,NER,552.4,19.6,315.9,6.1,52.1,0.444,0.616,1776.8,8,0
27.337,94.8311,Dibrugarh,NER,1578.2,6.2,225.4,16.8,87.5,0.626,0.977,2838.7,8,0
27.2448,93.5648,Itanagar,NER,1503.1,24.7,257.9,3.4,18.0,0.774,0.728,3880.0,9,0
27.0507,92.623,Tezpur,NER,685.2,35.4,20.0,0.4,3.8,0.794,0.87,3406.1,9,0
23.5551,91.2982,Agartala,NER,1064.8,6.3,308.4,2.3,21.4,0.677,0.601,702.0,8,0
26.0786,91.997,Guwahati,NER,1524.7,9.2,158.4,2.1,17.5,0.666,0.51,276.1,8,0
25.3721,92.2921,Shillong,NER,516.1,16.9,246.2,0.5,4.0,0.608,0.651,6872.3,8,0
23.916,92.9841,Aizawl,NER,2003.4,9.7,88.6,4.5,25.8,0.304,0.367,4978.4,7,0
26.8224,93.7502,Itanagar,NER,347.9,1.5,260.6,9.9,95.7,0.474,0.535,555.0,6,0
26.3563,94.2375,Jorhat,NER,1999.8,21.4,73.9,18.1,76.5,0.486,0.723,7318.1,8,0
27.1957,93.9395,Jorhat,NER,706.2,16.0,75.2,9.8,53.8,0.518,0.785,3305.3,8,0
25.4134,94.4629,Kohima,NER,1916.8,3.2,44.6,10.0,44.8,0.559,0.615,2243.1,7,0
25.5389,94.3587,Kohima,NER,1213.1,7.7,315.1,7.2,44.0,0.526,0.936,3295.9,9,1
26.3505,92.3393,Guwahati,NER,1418.2,30.6,221.9,4.2,22.8,0.471,0.544,1128.6,8,0
27.2305,95.2156,Dibrugarh,NER,1123.7,15.7,295.2,1.8,9.7,0.459,0.83,335.1,6,0
27.6799,94.8549,Dibrugarh,NER,2473.8,9.4,98.7,14.1,124.5,0.403,0.479,1203.6,9,0
26.2269,91.7758,Shillong,NER,167.8,21.7,242.4,2.4,12.8,0.851,0.386,3250.1,8,0
24.9105,94.4165,Imphal,NER,969.5,26.0,239.2,3.7,21.2,0.826,0.612,1150.3,6,0
26.5019,91.9971,Guwahati,NER,1324.6,40.3,212.0,12.7,119.6,0.65,0.405,1396.6,9,0
25.0323,92.1907,Shillong,NER,658.2,23.2,245.7,5.3,28.3,0.95,0.83,953.5,6,0
26.3369,91.6034,Guwahati,NER,953.3,12.8,11.8,9.9,91.5,0.775,0.48,755.3,9,0
23.7803,92.3263,Aizawl,NER,1148.3,27.3,284.9,0.8,8.0,0.532,0.262,1840.0,6,0
23.3732,92.904,Aizawl,NER,1848.7,30.0,136.7,3.7,21.8,0.546,0.66,201.1,6,0
25.9569,93.7727,Kohima,NER,793.6,9.8,6.2,13.3,72.5,0.19,0.895,416.9,7,1
27.6064,94.8902,Dibrugarh,NER,436.8,4.7,40.5,12.4,41.5,0.731,0.838,861.6,7,0
26.3286,91.6139,Guwahati,NER,2048.9,30.1,91.0,36.2,234.4,0.332,0.962,3058.3,7,0
26.5046,92.843,Tezpur,NER,1560.9,20.2,302.7,12.6,122.0,0.308,0.489,2757.1,6,0
25.2539,93.3658,Imphal,NER,137.9,31.2,345.9,7.3,66.1,0.7,0.364,1533.7,6,0
25.3983,91.9744,Guwahati,NER,745.1,21.2,51.4,0.0,0.1,0.747,0.693,616.0,8,0
23.881,91.9717,Agartala,NER,741.6,7.1,343.8,4.7,46.4,0.745,0.627,333.7,8,0
27.1011,93.5539,Itanagar,NER,2495.9,4.6,5.5,10.4,72.2,0.412,0.379,1806.6,6,0
23.9146,93.3697,Aizawl,NER,1793.2,32.9,125.8,3.8,12.8,0.306,0.803,31.7,6,0
26.605,93.8276,Jorhat,NER,253.9,26.6,120.9,11.3,106.6,0.734,0.149,730.7,7,0
27.4995,94.9447,Dibrugarh,NER,1697.0,13.6,356.2,2.3,13.0,0.488,0.674,4531.1,6,0
27.1332,94.686,Dibrugarh,NER,894.1,13.1,142.6,7.2,58.2,0.477,0.471,593.4,6,0
25.5488,92.2192,Shillong,NER,2166.7,31.2,220.7,11.8,83.1,0.407,0.342,1059.2,7,0
27.1448,94.0584,Jorhat,NER,1839.5,21.0,292.1,2.5,16.2,0.468,0.624,178.7,9,0
26.6966,93.2292,Tezpur,NER,1381.0,25.8,32.3,0.9,2.9,0.233,0.26,649.7,7,0
24.5253,93.8523,Imphal,NER,1025.5,24.6,265.7,16.0,120.8,0.486,0.837,5648.2,9,0
24.5713,91.1234,Agartala,NER,289.2,12.8,34.4,1.6,13.0,0.478,0.521,9638.4,6,0
25.3097,91.7563,Shillong,NER,1764.1,18.1,163.8,19.0,169.0,0.471,0.477,2537.8,8,0
25.1104,93.8028,Imphal,NER,1920.3,11.3,209.8,13.3,101.1,0.403,0.758,1160.9,6,0
24.6355,94.1869,Imphal,NER,1635.1,20.6,264.3,9.6,75.4,0.909,0.664,668.5,7,0
24.077,91.5637,Agartala,NER,438.1,13.7,118.2,4.4,33.2,0.377,0.755,1898.7,7,0
27.1153,93.7552,Itanagar,NER,2047.5,31.3,117.8,7.7,75.0,0.677,0.506,174.3,9,1
23.6143,93.5141,Aizawl,NER,547.8,11.4,63.2,0.8,6.8,0.641,0.576,2201.4,6,0
26.4625,91.8477,Guwahati,NER,1107.7,6.6,336.7,1.2,10.3,0.863,0.621,430.4,6,0
23.8445,91.3034,Agartala,NER,1255.3,20.1,195.4,11.8,92.5,0.906,0.554,2772.5,8,0
24.4859,92.3157,Aizawl,NER,1133.7,7.4,213.4,2.6,16.6,0.705,0.228,114.2,6,1
26.2851,92.6492,Tezpur,NER,1093.9,4.7,359.6,16.9,53.4,0.379,0.658,715.0,7,0
26.4162,94.2651,Jorhat,NER,1200.2,14.2,283.1,2.2,20.9,0.495,0.324,1499.5,9,0
24.9608,94.3036,Imphal,NER,1223.4,15.9,144.3,12.8,74.2,0.597,0.876,375.8,9,0
25.5455,92.3427,Shillong,NER,1411.6,21.4,175.9,0.9,4.2,0.674,0.683,1649.6,7,0
23.998,93.7988,Imphal,NER,1121.2,9.5,70.8,0.5,4.1,0.605,0.656,1609.3,7,0
24.0094,91.7058,Agartala,NER,685.4,9.1,245.3,1.6,9.6,0.098,0.481,1465.7,6,0
25.9594,94.161,Kohima,NER,1998.7,8.9,223.8,1.2,6.2,0.741,0.584,1501.2,9,0
25.9271,94.0763,Kohima,NER,2138.6,11.4,350.4,9.8,66.3,0.214,0.678,2085.5,7,0
24.2166,92.564,Aizawl,NER,1598.4,27.6,116.3,8.5,35.0,0.449,0.653,159.5,6,0
27.2542,94.9057,Dibrugarh,NER,159.2,18.7,138.1,2.0,6.4,0.557,0.563,3118.1,7,0
25.5499,93.9929,Kohima,NER,1457.3,23.0,229.9,32.2,159.0,0.628,0.275,554.4,8,0
27.9502,94.7461,Dibrugarh,NER,711.4,17.0,15.3,9.3,51.8,0.18,0.3,7447.1,6,0
26.2263,93.8204,Kohima,NER,525.0,18.7,146.6,4.0,15.9,0.838,0.382,362.6,8,0
25.2033,94.0911,Kohima,NER,1543.3,13.6,145.3,14.3,137.3,0.574,0.669,2359.9,6,0
23.4976,92.5602,Aizawl,NER,1261.6,5.7,348.8,10.6,52.1,0.607,0.791,107.0,7,0
27.6766,94.6223,Dibrugarh,NER,1958.2,17.5,349.0,0.2,0.7,0.864,0.558,1673.6,6,0
23.7216,91.3167,Agartala,NER,259.4,7.6,203.3,25.9,231.3,0.779,0.162,872.0,8,0
25.3568,93.8777,Kohima,NER,369.5,13.1,274.3,17.0,86.5,0.665,0.507,1511.0,8,0
26.3347,93.1192,Tezpur,NER,1920.2,28.1,326.9,9.6,75.5,0.052,0.818,2833.4,7,0
25.7426,91.6199,Shillong,NER,210.2,15.1,84.8,5.0,49.7,0.276,0.414,3446.8,8,1
26.4186,93.1908,Tezpur,NER,1496.3,16.5,195.1,21.4,86.4,0.635,0.729,2187.7,7,0
25.9894,91.427,Guwahati,NER,384.6,19.8,112.0,0.3,1.9,0.217,0.647,7385.9,9,0
27.0188,93.6248,Itanagar,NER,912.3,6.1,43.6,7.7,62.5,0.161,0.643,851.9,7,1
26.3963,92.7746,Tezpur,NER,567.1,17.2,67.2,37.2,336.2,0.383,0.73,2490.9,7,0
23.5142,91.3696,Agartala,NER,2263.5,17.5,284.5,21.0,191.9,0.229,0.708,2.7,6,0
25.6855,93.8983,Kohima,NER,1340.3,8.8,228.2,1.3,8.1,0.577,0.627,208.3,9,0
27.4015,93.6042,Itanagar,NER,1459.3,4.1,237.3,8.5,40.0,0.754,0.495,405.3,8,0
26.0578,93.7901,Kohima,NER,1022.3,8.2,71.2,4.6,43.2,0.805,0.758,2579.3,9,1
23.8563,93.1224,Aizawl,NER,651.6,9.8,0.9,4.3,38.7,0.702,0.197,7008.2,9,0
25.6924,91.2718,Shillong,NER,1680.0,20.9,315.6,11.5,48.5,0.513,0.504,93.9,7,1
26.2634,92.6748,Tezpur,NER,1457.2,30.2,342.5,2.8,9.2,0.598,0.498,2810.4,7,0
25.7299,92.1553,Shillong,NER,2187.4,7.2,118.3,2.7,24.8,0.435,0.355,2931.5,7,0
26.7388,95.0098,Dibrugarh,NER,1911.8,19.1,299.3,7.0,21.0,0.727,0.896,2442.1,6,0
26.05,93.8958,Kohima,NER,1678.7,12.2,159.3,7.3,73.1,0.245,0.307,426.7,7,0
26.689,93.9837,Jorhat,NER,1974.2,9.6,157.5,5.9,44.8,0.617,0.65,3071.8,8,0
26.9518,93.8664,Jorhat,NER,494.1,13.0,213.4,22.5,98.1,0.463,0.338,4147.7,7,0
27.0604,93.7212,Jorhat,NER,826.6,6.2,300.3,0.5,2.6,0.276,0.661,5646.3,7,0
27.6264,94.2847,Dibrugarh,NER,2047.1,25.7,273.2,0.2,1.3,0.862,0.472,523.5,9,0
24.7891,93.918,Imphal,NER,171.5,7.4,113.3,53.3,309.5,0.906,0.673,7138.6,8,0
26.5195,92.3566,Tezpur,NER,2308.9,10.4,87.6,0.6,4.4,0.357,0.53,1732.5,8,0
26.5141,94.6804,Jorhat,NER,2232.6,2.1,39.5,3.1,14.9,0.327,0.472,2240.1,6,0
25.6165,94.0735,Kohima,NER,444.6,19.7,161.9,2.9,22.6,0.528,0.714,823.6,7,0
26.0067,91.5814,Guwahati,NER,680.0,24.0,141.9,2.6,23.0,0.429,0.513,587.2,9,0
25.1381,91.8435,Shillong,NER,162.3,33.6,163.1,7.7,60.5,0.739,0.742,987.5,7,1
25.6459,94.5463,Kohima,NER,195.5,8.5,340.9,2.8,15.9,0.527,0.337,618.6,6,0
24.3249,93.6054,Imphal,NER,1984.8,16.3,283.3,26.8,99.4,0.431,0.487,494.8,7,0
26.7161,93.2827,Itanagar,NER,2395.7,17.0,298.0,1.9,14.3,0.601,0.754,1193.8,7,0
27.6359,95.4468,Dibrugarh,NER,1932.4,15.7,337.6,44.4,378.8,0.546,0.475,423.2,7,0
26.5624,92.9418,Tezpur,NER,676.6,14.6,74.7,54.1,167.4,0.282,0.344,2706.6,8,0
23.5409,90.9065,Agartala,NER,730.0,19.7,3.2,6.4,55.1,0.614,0.763,263.1,8,0
26.0234,93.8802,Jorhat,NER,2139.4,28.5,342.3,1.3,6.1,0.535,0.673,70.7,9,0
25.6532,92.5746,Guwahati,NER,1712.2,28.8,352.7,3.3,13.5,0.693,0.479,1514.9,8,0
23.547,92.8979,Aizawl,NER,1087.7,5.9,183.4,3.5,18.1,0.34,0.283,594.4,9,0
25.173,94.149,Imphal,NER,1670.7,42.6,95.0,20.1,128.7,0.426,0.872,5026.1,9,0
24.3304,93.8238,Imphal,NER,1740.1,18.9,133.8,38.5,148.6,0.7,0.51,5098.1,7,0
26.0343,94.1242,Kohima,NER,1497.3,8.7,136.5,3.9,16.6,0.581,0.833,73.3,6,0
24.8175,93.9162,Imphal,NER,605.2,4.6,223.1,3.7,33.8,0.457,0.634,162.7,9,0
23.5077,92.8352,Aizawl,NER,1787.0,11.3,330.2,5.1,38.7,0.425,0.573,71.2,8,0
26.3362,91.3854,Guwahati,NER,1745.4,10.3,234.2,10.7,56.9,0.374,0.582,161.3,7,0
26.642,94.133,Jorhat,NER,951.3,24.0,327.8,1.1,8.3,0.603,0.787,1814.7,7,0
27.0162,94.5451,Jorhat,NER,908.4,23.4,159.3,20.0,98.5,0.314,0.308,133.1,7,0
26.3711,93.9741,Jorhat,NER,557.9,8.7,57.3,1.7,5.4,0.242,0.835,824.5,7,1
27.0801,93.1357,Tezpur,NER,1731.7,14.1,7.3,7.9,69.2,0.594,0.606,2816.7,7,0
25.8187,94.0433,Kohima,NER,686.5,4.3,0.1,6.7,47.7,0.467,0.714,3225.1,6,0
23.7722,90.8781,Agartala,NER,1894.6,20.8,348.8,4.4,29.5,0.15,0.436,2581.8,9,1
27.5649,95.1272,Dibrugarh,NER,365.2,17.6,101.7,13.9,48.5,0.631,0.413,1205.8,8,0
27.0055,93.0695,Tezpur,NER,1757.3,24.1,149.3,3.3,27.7,0.49,0.61,2632.8,7,0
25.44,92.2322,Shillong,NER,1627.2,11.4,314.2,0.7,6.1,0.731,0.341,2240.3,9,0
27.12,94.218,Jorhat,NER,1234.5,9.7,278.7,16.7,141.1,0.577,0.827,10836.8,9,0
25.5562,94.3649,Kohima,NER,1448.6,2.4,176.2,12.3,44.7,0.921,0.535,502.6,8,0
24.9592,94.0885,Imphal,NER,1642.5,26.8,18.6,0.5,4.3,0.562,0.442,1601.0,8,0
26.4423,91.8174,Guwahati,NER,1755.5,32.4,213.9,15.0,142.6,0.785,0.913,4386.2,6,0
26.9939,93.6882,Itanagar,NER,196.6,6.9,308.0,5.1,49.3,0.337,0.314,235.9,6,0
23.6718,91.4408,Agartala,NER,602.6,22.8,61.9,12.0,94.1,0.162,0.83,526.7,8,0
24.0584,93.0909,Aizawl,NER,1178.7,11.0,88.3,0.4,1.9,0.32,0.509,2974.6,8,0
26.2923,94.0219,Jorhat,NER,535.2,24.3,73.6,7.6,66.1,0.631,0.376,2344.8,6,0
27.0032,93.3502,Tezpur,NER,2468.6,10.0,54.9,10.9,89.0,0.744,0.634,1355.6,8,0
27.0903,93.0996,Tezpur,NER,1508.9,19.7,277.7,3.2,17.3,0.498,0.757,4181.9,8,0
27.2857,93.9575,Itanagar,NER,2155.8,20.0,346.3,30.2,288.5,0.445,0.773,412.5,8,0
26.0993,93.871,Kohima,NER,2090.9,9.8,109.5,16.5,115.7,0.77,0.635,723.8,8,0
27.5149,95.3496,Dibrugarh,NER,169.7,19.6,199.6,0.8,5.7,0.415,0.45,677.8,9,0
24.4451,91.6789,Agartala,NER,1796.6,15.0,323.0,2.8,21.1,0.569,0.44,4348.9,9,0
23.4971,90.7756,Agartala,NER,2245.7,14.2,134.1,3.5,25.5,0.295,0.568,72.8,6,0
27.0548,94.1284,Jorhat,NER,1357.8,27.0,26.4,24.3,194.8,0.557,0.652,537.1,8,0
27.4456,93.2663,Itanagar,NER,2374.9,23.0,5.4,5.0,16.0,0.752,0.569,2830.8,6,0
27.653,95.2091,Dibrugarh,NER,630.0,18.4,153.6,3.4,18.8,0.254,0.377,123.7,9,0
26.4808,92.2745,Guwahati,NER,650.6,3.3,100.1,3.9,23.1,0.624,0.076,270.3,7,0
24.0787,90.7867,Agartala,NER,1423.8,40.3,273.1,20.5,126.3,0.092,0.586,5674.4,7,0
24.569,93.3688,Imphal,NER,444.0,14.5,73.0,7.2,43.0,0.425,0.705,2647.5,7,0
23.4607,91.3899,Agartala,NER,1678.8,24.4,36.9,1.9,7.1,0.358,0.838,1994.3,6,0
25.5823,94.1135,Kohima,NER,1265.7,9.6,351.7,10.0,64.6,0.488,0.729,809.2,6,0
25.9573,93.7144,Kohima,NER,561.1,39.8,88.6,5.3,41.5,0.694,0.36,1923.9,8,0
25.6411,94.6584,Kohima,NER,1637.5,7.4,10.5,11.5,52.1,0.493,0.333,1546.4,8,0
26.2945,93.2815,Tezpur,NER,1296.5,9.4,275.4,0.8,4.8,0.567,0.454,99.7,9,0
25.69,94.439,Kohima,NER,557.9,18.2,47.4,1.3,12.5,0.661,0.856,869.3,8,0
26.609,94.377,Itanagar,NER,745.4,18.2,110.6,51.7,313.7,0.459,0.91,641.4,7,0
26.6582,93.8506,Itanagar,NER,2337.8,13.8,22.3,2.1,7.8,0.942,0.429,569.3,8,0
25.6727,92.2292,Shillong,NER,1083.6,25.9,50.7,6.3,50.6,0.562,0.563,871.3,6,0
27.3945,94.8851,Dibrugarh,NER,1334.1,32.4,172.7,21.4,209.5,0.731,0.177,5727.8,9,0
25.5028,91.533,Guwahati,NER,1611.0,5.5,67.2,24.0,110.1,0.64,0.747,1926.2,8,0
24.9202,94.0384,Imphal,NER,674.0,7.8,188.0,11.6,101.1,0.658,0.986,5361.7,9,0
25.4887,92.2821,Shillong,NER,1783.8,5.4,121.9,7.3,55.0,0.431,0.424,1801.3,9,0
27.3058,93.8949,Itanagar,NER,570.7,23.5,211.7,2.4,13.7,0.777,0.564,5143.4,8,0
26.2548,94.2726,Jorhat,NER,374.4,12.9,5.1,0.2,2.0,0.621,0.243,156.7,9,0
27.0422,93.3911,Itanagar,NER,1256.2,20.3,211.0,3.7,14.5,0.344,0.839,1412.7,9,1
26.7795,92.736,Tezpur,NER,882.0,7.3,183.3,8.9,83.7,0.564,0.689,273.0,9,0
24.781,94.1904,Imphal,NER,1026.5,13.9,247.5,9.5,61.0,0.6,0.616,12718.1,9,0
25.0292,91.7576,Shillong,NER,1471.2,22.8,257.6,0.9,8.2,0.322,0.611,344.9,6,0
26.7074,93.944,Jorhat,NER,1546.8,4.8,201.2,12.7,70.4,0.466,0.305,3686.6,6,0
26.5104,91.9352,Shillong,NER,1500.1,35.4,359.0,2.3,7.7,0.595,0.292,1654.1,7,1
